::1 - - [19/Nov/2023:18:27:54 +0000] "GET /users/check-username/565 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:18:31:29 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:00:46 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:46 +0000] "GET /users/chocholate12 HTTP/1.1" 200 219 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:51 +0000] "PUT /users/chocholate12 HTTP/1.1" 200 220 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:52 +0000] "PUT /users/chocholate12 HTTP/1.1" 404 14 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:53 +0000] "PUT /users/chocholate12 HTTP/1.1" 404 14 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:53 +0000] "PUT /users/chocholate12 HTTP/1.1" 404 14 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:53 +0000] "PUT /users/chocholate12 HTTP/1.1" 404 14 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:54 +0000] "PUT /users/chocholate12 HTTP/1.1" 404 14 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:54 +0000] "PUT /users/chocholate12 HTTP/1.1" 404 14 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:54 +0000] "PUT /users/chocholate12 HTTP/1.1" 404 14 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:54 +0000] "PUT /users/chocholate12 HTTP/1.1" 404 14 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:31:54 +0000] "PUT /users/chocholate12 HTTP/1.1" 404 14 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:32:16 +0000] "GET /users/chocholate12 HTTP/1.1" 200 4 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:32:16 +0000] "GET /users/chocholate12 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:32:16 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:33:06 +0000] "GET /users/chocholate12 HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:19:33:55 +0000] "PUT /users/chocholate12 HTTP/1.1" 422 243 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:09:57 +0000] "GET /users/chocholate12 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:10:25 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:10:26 +0000] "GET /users/chocholate12 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:11:34 +0000] "GET /users/chocholate12 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:11:34 +0000] "GET /users/chocholate12 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:11:39 +0000] "GET /users/chocholate12 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:11:39 +0000] "GET /users/chocholate12 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:11:39 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:14:54 +0000] "POST /users/chocholate12 HTTP/1.1" 404 158 "-" "PostmanRuntime/7.34.0"
::1 - - [19/Nov/2023:20:15:30 +0000] "PUT /users/chocholate12 HTTP/1.1" 401 - "-" "PostmanRuntime/7.34.0"
::1 - - [19/Nov/2023:20:15:59 +0000] "PUT /users/chocholate12 HTTP/1.1" 401 - "-" "PostmanRuntime/7.34.0"
::1 - - [19/Nov/2023:20:35:41 +0000] "GET /users/chocholate12 HTTP/1.1" 200 4 "-" "PostmanRuntime/7.34.0"
::1 - - [19/Nov/2023:20:43:28 +0000] "GET /users HTTP/1.1" 200 2801 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:44:32 +0000] "GET /users/check-username/chocholate12 HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:44:38 +0000] "GET /users/check-username/lola1232 HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:44:38 +0000] "GET /users/check-username/lola1231 HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:44:40 +0000] "GET /users/check-username/lola12312 HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:44:49 +0000] "GET /users/check-username/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:44:51 +0000] "GET /users/check-username/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:44:56 +0000] "GET /users/check-username/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:44:59 +0000] "GET /users/check-username/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:01 +0000] "GET /users/check-username/lola12312lola12312 HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:01 +0000] "GET /users/check-username/lola12312lola1231 HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:01 +0000] "GET /users/check-username/lola12312lola123 HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:01 +0000] "GET /users/check-username/lola12312lola12 HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:01 +0000] "GET /users/check-username/lola12312lola1 HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:01 +0000] "GET /users/check-username/lola12312lola HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:02 +0000] "GET /users/check-username/lola12312lol HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:02 +0000] "GET /users/check-username/lola12312lo HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:02 +0000] "GET /users/check-username/lola12312l HTTP/1.1" 200 32 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:04 +0000] "GET /users/check-username/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:07 +0000] "GET /users/check-username/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:45:59 +0000] "GET /users/check-username/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:46:06 +0000] "GET /users/check-email/hanacajkas@icloud.com HTTP/1.1" 400 34 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:46:07 +0000] "GET /users/check-email/hanacajkas@icloud.co HTTP/1.1" 200 29 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:46:07 +0000] "GET /users/check-email/hanacajkas@icloud.c HTTP/1.1" 200 29 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:46:09 +0000] "GET /users/check-email/hanacajkas@icloud.c HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:46:09 +0000] "GET /users/check-email/hanacajkas@icloud.co HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:46:16 +0000] "POST /users HTTP/1.1" 201 224 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:46:35 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:46:56 +0000] "GET /users/lola12312 HTTP/1.1" 200 224 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:47:00 +0000] "GET /users/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:47:00 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:20:47:00 +0000] "GET /users/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:04 +0000] "GET /users/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:04 +0000] "GET /users/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:04 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:04 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:05 +0000] "GET /users/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:05 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:30 +0000] "GET /users/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:30 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:30 +0000] "GET /users/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:48 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:52 +0000] "GET /users/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:55 +0000] "GET /users/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:55 +0000] "GET /movies HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:10:55 +0000] "GET /users/lola12312 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
::1 - - [19/Nov/2023:22:11:05 +0000] "PUT /users/lola12312 HTTP/1.1" 422 113 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
